Frame,Right Upper Leg x,Right Upper Leg y,Right Upper Leg z,Left Upper Leg x,Left Upper Leg y,Left Upper Leg z,class
3121,-14.0099776,1.922040333,-1.630646141,-0.448669991,-0.736137902,0.262586578,0
3122,5.899856376,-3.439073883,0.688051043,0.547232384,1.213133268,-0.379026426,0
3123,2.767556148,-2.907832604,-0.947782409,-0.173270904,0.528842382,-0.925508831,0
3124,0.410604182,0.565640551,-0.799325801,1.145501431,-0.398363478,-0.362452257,0
3125,-0.555519534,-1.78998988,0.921169726,-0.265824676,-0.023715065,0.240988555,0
3126,-1.429214086,-0.585238173,0.422600362,-0.714992636,-0.465722292,0.968468766,0
3127,-0.78742498,1.405572935,-0.176219963,-0.64577593,0.33741145,0.285273698,0
3128,0.677201649,1.472833226,0.346259611,1.113338156,0.034767746,-0.339579184,0
3129,1.409688851,0.978701374,0.11918305,0.49564811,0.288465462,-0.152493855,0
3130,-1.357720568,0.704052892,-1.166854614,-0.446535462,0.317473569,-0.10723818,0
3131,-0.633965966,-0.131014987,-1.536359592,-0.052419619,0.230841971,-0.7995431,0
3132,2.885034321,-3.438043473,-0.384789492,-2.140636725,0.794257927,0.111052182,0
3133,-4.789031223,-0.315117846,-0.204510396,-0.221171981,-1.095995341,0.132975695,0
3134,-2.433400456,4.281464065,-1.089760703,-0.862170126,-0.550258656,0.20114478,0
3135,3.331676353,-2.16712333,0.328796471,-0.48223348,-0.982635775,-0.380246835,0
3136,3.053986446,0.235582331,-0.093323531,0.553925026,-1.218199659,-0.839789368,0
3137,1.381461296,2.608488853,0.320565647,-0.5207712,-0.726268012,-0.102056395,0
3138,-2.69829945,2.167174333,-0.445741975,0.72026112,-0.201683577,-0.268028207,0
3139,-1.574010979,2.25911046,-0.444843189,0.596772724,-0.159873339,0.045364925,0
3140,-1.069001236,-0.234950574,-0.562624033,-0.20729974,-0.448231383,0.476979485,0
3141,-2.036906941,-0.43583417,-0.460769692,-0.249093678,0.362282053,-0.535713965,0
3142,0.786136763,-2.541158549,0.585844643,0.407593347,-0.002619723,0.302623734,0
3143,-1.979497179,-0.006087086,0.28467339,1.99206958,-0.699996789,-0.204893951,0
3144,-0.123302085,-3.219859341,0.715073355,0.597435321,-1.608574694,-0.171563887,0
3145,3.678264926,-2.409577938,0.5206342,-0.240403832,-0.852149934,-0.135750728,0
3146,1.738399997,0.798236944,0.124569029,-0.820600537,0.401570742,0.065293572,0
3147,0.231559813,1.464133141,0.056702939,-1.14473404,0.895669534,0.307079808,0
3148,1.774374407,0.828750074,-0.259728539,-0.674382131,0.066674515,0.194829979,0
3149,3.53758551,-0.46980277,-0.42259842,0.516279139,0.129642363,0.276195882,0
3150,1.696570734,0.285969139,0.069564076,0.843798041,0.17257679,0.199007397,0
3151,-4.354730727,-1.76160156,-0.714477982,0.230752903,0.924630949,0.591368422,0
3152,-8.344187532,4.771950777,0.24528994,-0.054728827,1.213278398,0.276263705,0
3153,-2.381498091,2.999165094,-0.243377459,-0.465701296,1.519130526,-0.296208399,0
3154,-0.40805491,-0.527156666,-0.664328252,-0.917919559,0.86602418,-0.129730975,0
3155,5.790136048,-5.034339701,-0.123339967,0.009634125,0.527303376,0.03223807,0
3156,12.07358029,-4.957523665,0.344723082,0.772979238,0.955769135,0.282621221,0
3157,-3.88629372,4.09720077,-0.014899156,0.978329487,0.914735781,0.110223625,0
3158,-4.010970555,1.89939066,-0.136468984,0.601626093,0.299367265,0.109810783,0
3159,-0.561683062,0.085182714,-0.090475905,0.447730405,-0.335613195,0.306092907,0
3160,0.544340513,-0.627344492,0.202758527,-0.515296841,-1.349805095,0.291491758,0
3161,-0.319241614,-0.682627465,-0.12685437,-1.007410905,-1.687492093,-0.185939365,0
3162,-0.351207762,-0.280981853,-0.292573096,-0.603295421,-0.620509551,-0.229789215,0
3163,0.688978378,0.098544912,-0.188946408,0.561730887,0.439516702,-0.270868047,0
3164,0.491435269,0.775100598,0.118806724,1.084257508,0.652238214,-0.16246434,0
3165,0.114489098,0.092215191,-0.028353714,0.733666202,-0.124770938,-0.306249863,0
3166,-0.294311199,-0.516838001,-0.203721832,0.549822032,-0.721740813,-0.375207647,0
3167,-0.192722508,-0.164433889,0.012086935,-0.320220186,0.267428335,0.00372422,0
3168,-0.297226631,-0.04537388,0.192563893,-1.089103284,0.865302876,0.515206966,0
3169,0.016618638,-0.312827609,0.231618298,-0.42688457,0.026784764,0.347847096,0
3170,0.172842909,-0.299492412,0.093887813,-0.070415093,-0.801273532,0.017684093,0
3171,-0.22234958,-0.401080098,-0.018194553,0.217613197,-0.57242245,-0.279046961,0
3172,-0.114251074,-0.073047206,-0.048846944,0.120118581,0.612355579,-0.018611864,0
3173,-0.101285062,0.503815392,0.230382081,-0.392208469,1.274222921,0.1899061,0
3174,-0.277782397,0.103198236,0.321871984,-0.170019193,0.483385568,-0.047067006,0
3175,-0.188997277,-0.137732226,0.309161156,-0.27303469,-0.924083473,-0.269034653,0
3176,-0.065904474,-0.014654095,0.094755688,-0.105738362,-0.891161702,-0.224631279,0
3177,-0.444421888,-0.060464123,-0.078274859,0.126540788,-0.052069029,-0.166753308,0
3178,-0.564883607,-0.444919465,0.062809711,0.029748945,1.068480179,0.294252505,0
3179,0.042559075,-0.397437247,0.043769639,0.225390414,0.423684651,0.220375768,0
3180,0.480973656,-0.07641027,-0.075375581,0.815272502,0.00948073,-0.001491463,0
3181,0.054621146,-0.17362111,-0.452528669,0.344270526,-0.243432534,-0.164511346,0
3182,-0.943187003,-0.138100494,-0.543977125,-0.466050218,-0.222666838,-0.038276505,0
3183,-1.148676048,0.725531074,-0.23952677,-0.51293291,0.546608821,0.364292251,0
3184,0.346023762,0.221479663,-0.258907225,-0.039237423,0.586302546,0.283828004,0
3185,0.902948108,-0.775096658,0.059212877,0.467982998,-0.09611162,-0.179139938,0
3186,0.185690969,-0.657050909,-0.055405943,-0.157393087,-0.33835116,-0.269131878,0
3187,0.813976866,-0.071522409,0.056097645,-0.502491016,-0.408604947,-0.154689922,0
3188,0.357659203,0.035517704,0.127742939,-0.239956444,-0.441442558,-0.134812709,0
3189,-0.436881282,0.008611774,0.180895104,-0.2138135,-0.439258202,-0.061626771,0
3190,-1.215225341,0.267129948,-0.182867097,-0.156879656,-0.263225688,0.081650548,0
3191,-0.71724307,-0.063867288,-0.154616392,0.107890123,0.066584873,0.157810013,0
3192,-0.15397363,0.069336952,-0.12566748,0.38994157,0.57472828,0.062538712,0
3193,0.213597352,-0.05643285,0.049461838,0.507275916,0.293394368,0.123381381,0
3194,-0.13183793,-0.204741438,-0.017269985,0.155301962,-0.041857006,-0.011416761,0
3195,0.479497537,0.070439124,-0.03096023,-0.013570044,-0.112302031,-0.012271519,0
3196,0.235498784,0.039481182,-0.104747831,0.028559447,-0.526944901,-0.153111457,0
3197,0.062609057,0.002186438,-0.162710352,-0.269267294,-0.208611716,-0.083339261,0
3198,-0.222250126,0.133009252,0.0531324,-0.339473615,0.225574384,0.025973098,0
3199,-0.320132793,0.099453547,0.001596021,-0.564895877,0.224480148,0.07092134,0
3200,0.195176009,-0.058774308,-0.009352517,-0.100357871,-0.024681761,-0.179624453,0
3201,0.336044454,0.147300119,0.084585881,-0.008894986,0.007037285,-0.146115172,0
3202,-0.100386234,0.516831488,-0.017804831,-0.151993105,-0.397270208,-0.166869975,0
3203,-0.299461985,0.190619989,-0.072812984,-0.133223699,-0.594959286,-0.198534268,0
3204,-0.033885856,0.351202284,0.001416957,-0.202799765,0.030415583,0.152250945,0
3205,-0.109468837,0.378578065,0.023674205,-0.060212677,-0.067147841,0.268408479,0
3206,-0.483367286,-0.047401391,0.137877861,-0.233040932,0.256759709,0.318740858,0
3207,0.127797433,0.110028358,0.26349229,0.047139431,0.218818085,0.13023008,0
3208,0.73758862,-0.020523431,0.373197141,0.367141562,0.244191301,0.088981986,0
3209,-0.078801846,0.07126235,0.213861533,-0.172171724,0.117386522,0.262192035,0
3210,0.01485274,0.038825166,0.19805389,0.013554311,0.088459151,0.129615352,0
3211,0.185731723,0.093755537,0.161932056,0.066596656,-0.060758688,-0.186797051,0
3212,-0.00579288,0.211194097,-0.059174643,0.021375477,-0.286473358,-0.394807293,0
3213,-0.209895561,0.086365565,-0.105300509,0.0325042,-0.006631,-0.184273479,0
3214,0.059425018,-0.279257236,-0.034747675,-0.069655223,0.266713173,0.001444679,0
3215,0.284435617,-0.120845954,-0.008434921,0.063559542,-0.033598669,-0.132623435,0
3216,-0.152393363,-0.16977346,-0.051095991,0.03568037,-0.264910933,-0.143417347,0
3217,-0.25993667,-0.19926352,-0.153730211,0.017461522,-0.234892523,-0.119265452,0
3218,0.077171325,-0.479810494,-0.165237238,-0.029902361,-0.139627048,-0.114375029,0
3219,0.073891569,-0.252691463,-0.189644334,-0.040463455,0.030545756,-0.078346442,0
3220,-0.183287819,0.209612005,-0.05358259,-0.004604196,0.062084926,0.026060415,0
3221,-0.438325214,0.370342286,0.006828908,-0.297228154,0.031452688,0.042943805,0
3222,0.02432735,0.387843037,0.148327443,-0.198915656,-0.100481197,0.160425063,0
3223,0.37622316,-0.092100723,0.116581622,-0.07134594,-0.305159572,0.050651521,0
3224,0.276695681,0.036668186,0.064273733,-0.026482758,-0.312281591,-0.000547376,0
3225,0.206950503,0.289648403,0.047877627,0.00866736,-0.149701533,-0.015972175,0
3226,-0.141501923,0.564364909,0.053716296,-0.192664908,0.036308488,0.010126227,0
3227,0.367313706,0.233160886,0.068756021,-0.061220762,0.052600395,0.013977673,0
3228,-0.082838409,0.037211668,0.091058334,-0.123584135,-0.063959307,0.089909554,0
3229,-0.034303443,-0.090063228,0.052255202,-0.145639196,-0.032763267,0.074633212,0
3230,0.103617927,-0.0162614,-0.055927847,-0.028298908,-0.184397937,-0.035604268,0
3231,0.112981813,-0.213495122,-0.024161775,0.07957301,-0.10052561,-0.032584392,0
3232,-0.129128454,-0.217392424,-0.117413477,0.093696582,0.101179977,-0.047895688,0
3233,-0.300170682,-0.015987619,-0.063315866,0.077182305,0.078211987,-0.003779629,0
3234,-0.27590342,-0.091045094,-0.027583978,0.14564422,-0.062771518,-0.054850392,0
3235,0.27955512,-0.074609718,0.009358139,-0.028860218,-0.29497705,-0.045711035,0
3236,0.456289927,0.153415538,-0.004918819,-0.025030598,-0.296480565,-0.099607679,0
3237,0.005371173,0.166878903,-0.089725187,-0.247701671,0.023687099,0.024159889,0
3238,-0.388460642,0.207660552,-0.13717133,-0.27164287,0.041170957,0.085245679,0
3239,0.236860495,-0.176331102,-0.111710802,-0.066937579,0.02483592,0.012522732,0
3240,0.575143059,-0.336727628,0.114393892,-0.029525395,-0.013448273,0.133529674,0
3241,-0.116934388,0.119617303,0.106888657,0.097856034,-0.053660964,0.022254775,0
3242,-0.570141037,0.267971987,-0.078998269,0.015135959,-0.123908412,-0.028936161,0
3243,-0.040427647,0.012661422,-0.071614903,0.054307141,-0.146727866,-0.032979933,0
3244,0.320715092,-0.075126591,-0.058638684,0.029823071,-0.054282633,0.058668704,0
3245,-0.226146313,-0.227336423,-0.189730565,0.005710717,-0.080217815,0.043591128,0
3246,-0.245520666,0.130164839,-0.148240544,0.114426951,0.012290711,-0.000428244,0
3247,0.128972765,0.039413474,-0.034075384,0.015244546,-0.127212786,0.054032713,0
3248,0.104483923,-0.051016846,-0.002640585,-0.240207145,0.057941393,0.110563836,0
3249,0.172685647,-0.003018097,0.082526828,-0.130100696,0.158402809,0.06807569,0
3250,-0.1193778,0.239228942,0.082937252,0.225025867,-0.031635792,-0.08903351,0
3251,0.596663394,0.308625215,0.180704348,0.054871564,-0.221694101,-0.172068656,0
3252,0.2940359,0.238959699,0.13738511,-0.204605017,-0.197327037,-0.147993021,0
3253,-0.575618971,0.022393178,-0.049636148,-0.331707845,-0.10842098,-0.0596237,0
3254,-0.313902634,-0.015588036,-0.105229645,0.142809396,-0.079868308,-0.03101412,0
3255,-0.159055613,-0.25369818,-0.067510477,0.11370379,0.328833668,0.101888002,0
3256,0.331484223,-0.338871264,-0.062645001,0.064838792,0.152060816,0.087838276,0
3257,0.542652797,-0.302486001,-0.016573444,0.02146186,0.102992193,0.037945727,0
3258,0.089592112,-0.240035733,0.005457333,-0.048130116,-0.012116843,-0.011537639,0
3259,-0.459217005,0.038976556,0.024702823,-0.015349707,-0.170687373,-0.137188615,0
3260,-0.299551473,0.067741507,0.043993403,-0.04532565,-0.059646287,-0.194295781,0
3261,-0.041907719,-0.064770284,0.050397346,-0.114125894,0.122376315,0.008326089,0
3262,0.257098538,0.025812525,0.157337752,0.451491523,-0.002115157,-0.000910889,0
3263,0.509957158,-0.139153421,0.123079336,0.078484554,0.03076208,0.08348373,0
3264,0.101509947,-0.294282493,0.075099993,-0.00042107,0.331059498,0.056161051,0
3265,-0.210161587,-0.057098937,0.023168203,0.031290783,0.126813678,-0.068890389,0
3266,-0.517040827,-0.146825165,-0.099586,0.181394002,0.020196743,-0.181067629,0
3267,-0.288802178,-0.235102957,-0.015972962,-0.008008411,0.096540309,0.017548735,0
3268,0.216795133,0.085857496,-0.113967216,-0.262492092,0.129805881,-0.065883599,0
3269,0.390537681,-0.009710947,-0.030291091,-0.198548943,-0.140138635,-0.086260307,0
3270,-0.546307296,0.471561766,0.041214061,-0.220674801,-0.176356057,0.04157652,0
3271,0.182141603,0.160708133,0.079876592,0.006805621,-0.212484415,0.042448121,0
3272,-0.214114242,0.10520627,0.065352653,-0.107302208,-0.138827087,0.035488928,0
3273,-7.45731e-05,0.045709035,0.0554242,0.004606355,-0.189966142,-0.027763567,0
3274,0.057744378,0.226508909,0.087217668,-0.095545,-0.036926537,0.011107109,0
3275,0.65332631,-0.174873475,0.030623398,-0.082848048,-0.181840242,-0.052296301,0
3276,-0.259905793,-0.042559562,0.054641788,-0.138250985,0.097192303,0.140654077,0
3277,-0.383822272,0.26196466,0.267347,0.077015911,0.352097978,0.358515574,0
3278,-0.013361876,0.305626696,0.367169757,0.094948664,0.287548803,0.328323027,0
3279,0.304881269,0.060205699,0.312104395,0.045310132,0.296444746,0.33633815,0
3280,0.182268432,-0.528052729,-0.034576174,0.260023418,0.242939841,0.146340417,0
3281,-0.199585729,-0.802826558,-0.171141157,0.388393723,0.423942868,0.023919163,0
3282,0.095872465,-0.966385063,0.067682702,0.691885862,0.419365237,0.114100037,0
3283,0.718209656,-0.785306628,0.189335737,0.849542658,0.359781107,0.092756577,0
3284,0.152038964,-0.509120691,0.067474264,0.351905834,0.452397363,-0.002795416,0
3285,0.116739801,-0.264733512,-0.085371512,0.081366367,0.292027646,-0.223586176,0
3286,-0.503100368,0.030505824,-0.03185829,0.209962902,0.105347225,-0.188713098,0
3287,0.344947261,0.299985701,0.0904127,-0.059706435,-0.034021057,-0.038379732,0
3288,0.53705421,0.263977172,0.093654042,-0.215876273,-0.104296976,0.082111342,0
3289,-0.248705595,0.326218657,-0.093573763,-0.308939167,-0.371149256,-0.219151712,0
3290,-0.739339366,0.138429266,-0.266382036,-0.521583544,-0.474949721,-0.201390912,0
3291,-0.11629121,0.358863646,-0.139761549,-0.509238621,-0.685827657,-0.0756648,0
3292,0.530923447,0.606932848,-0.0403916,-0.421211963,-0.421258004,-0.032222985,0
3293,0.083278099,0.779477605,-0.055040663,-0.483977933,-0.325388724,0.0251974,0
3294,-0.138977499,0.444377925,-0.151468786,-0.062097392,-0.444882365,-0.023489461,0
3295,0.006331102,0.08743549,-0.137901727,0.092302117,-0.267656959,0.049477397,0
3296,0.143010491,0.068989907,0.027947515,0.002272417,-0.186176606,0.121935512,0
3297,0.469348043,0.010743999,0.033838496,-0.141066802,-0.117573033,0.050537679,0
3298,-0.122522189,0.056038408,-0.006593494,-0.179067331,-0.126394492,-0.140867758,0
3299,-0.623485867,0.143639478,0.017950031,-0.025507694,-0.145990106,-0.21020519,0
3300,-0.029844443,0.258381887,0.109572035,0.176988128,-0.085319081,-0.154243592,0
3301,0.286730619,0.094553437,0.065350393,0.04298498,-0.091606639,-0.013826006,0
3302,0.071131854,0.281511685,-0.089832222,-0.013143138,0.026985907,-0.058243441,0
3303,-0.159443651,-0.145263154,-0.087253009,0.039331906,-0.051591533,-0.000900192,0
3304,-0.690928339,-0.164114494,-0.227770734,-0.081694132,-0.051173747,0.01096186,0
3305,-0.27802144,-0.08832972,-0.172414531,-0.007735906,0.092985843,0.14343179,0
3306,0.361016654,-0.387620764,-0.193199278,0.038464087,0.140209132,0.091021125,0
3307,0.243471365,-0.097780161,-0.153033236,-0.04390703,0.208426141,-0.012891283,0
3308,-0.281813601,-0.046509024,-0.048707239,0.207403659,0.003506602,-0.100885334,0
3309,0.531631544,0.129652266,0.156344139,0.299095014,-0.14798675,-0.10733149,0
3310,0.266482334,-0.046474837,0.071978269,0.177500135,-0.115997659,-0.138537725,0
3311,-0.289173384,-0.134045632,0.07291347,-0.13507255,0.245940035,-0.059423721,0
3312,-0.333818435,-0.17934276,0.097638697,-0.105978078,0.104942644,0.03590685,0
3313,-0.599588006,0.020526406,-0.072874763,-0.184625438,0.300015917,0.119332478,0
3314,-0.20003863,-0.189567903,-0.055924048,-0.374483876,0.307308198,0.126434007,0
3315,0.293109776,-0.272817523,0.141203579,0.035069994,0.446709331,0.104106192,0
3316,0.259058393,-0.417616359,0.094584202,0.783227769,0.312033589,0.196322431,0
3317,0.088781875,-0.544319669,-0.005572116,0.855896244,0.287759706,0.147554976,0
3318,-0.268966853,-0.709677448,-0.040347774,-0.110333925,0.084071696,0.070507639,0
3319,0.407062313,-0.599480325,0.126070399,-0.372276676,0.488880723,0.371948531,0
3320,-0.245498506,-0.336923973,-0.112094843,0.210168272,0.194428674,-0.013463854,0
3321,0.481085529,-0.716874822,-0.048988167,0.598020118,0.357884432,-0.112403136,0
3322,0.458026949,-0.376188844,0.36914268,0.663170027,0.460019583,0.10601509,0
3323,0.695867764,-0.044670821,0.376681807,0.023801425,0.172605172,0.081555974,0
3324,0.558677736,-0.324315029,0.198554372,-0.075693836,-0.090166664,-0.067020696,0
3325,-0.420580055,0.182357168,-0.046706348,0.129195691,-0.410902199,-0.204655169,0
3326,-0.343836358,-0.139378832,-0.161093481,-0.112156189,-0.064052221,-0.182051446,0
3327,0.174285199,0.453507246,-0.04361588,0.046375437,-0.116685914,-0.139774507,0
3328,0.27433344,0.282020388,-0.185060769,-0.120301208,-0.024618731,-0.108022926,0
3329,-0.352332251,0.472953419,-0.230626616,-0.647686783,-0.366699451,-0.04120371,0
3330,-0.554764272,1.058016637,-0.198216122,-0.693622814,-0.702906903,0.017717207,0
3331,-0.20848999,0.804454484,-0.214695632,-0.613105436,-0.871968921,0.020269752,0
3332,0.624303672,0.365577058,-0.119021113,-0.432065774,-0.545377904,0.10715692,0
3333,-0.117979914,0.24096592,0.064322073,-0.344932381,-0.234224081,0.202292567,0
3334,-0.235999802,0.446733683,0.193688348,-0.105371344,-0.142094749,0.274677112,0
3335,0.112020774,0.618684219,0.186558418,-0.084593751,-0.270366135,0.030490638,0
3336,0.346896008,0.430865448,-0.021672364,-0.082964697,-0.411541424,-0.194299481,0
3337,-0.3570839,0.268823015,-0.077696841,0.131488622,-0.318154572,-0.290656974,0
3338,-0.651473699,0.278528959,-0.092243603,0.122367425,-0.084282813,-0.195388712,0
3339,-0.366981529,-0.0987952,-0.055136269,-0.056712209,0.322702293,-0.013193104,0
3340,-0.178320632,0.019809042,0.088363719,-0.203752671,0.432494119,0.098607482,0
3341,-0.145937695,-0.295160816,-0.067379496,-0.190439197,0.346683257,-0.04589795,0
3342,-0.107888836,-0.291865518,-0.110172712,-0.054697879,0.012874207,-0.029033564,0
3343,0.496488771,-0.478937993,-0.041348954,0.078533873,0.078348484,0.022131411,0
3344,0.241250616,-0.241119519,-0.028465658,-0.079413462,-0.103377105,-0.007019905,0
3345,-0.072997553,0.140023787,-0.134366068,0.00783108,-0.008491247,-0.075552396,0
3346,0.235260745,0.041955156,-0.119092801,-0.030178361,-0.063825312,-0.109604227,0
3347,0.075616545,0.032642488,-0.186027499,-0.092230378,-0.045928714,0.003992602,0
3348,0.278367209,0.029352138,-0.200622073,0.059067744,-0.06798844,-0.01742408,0
3349,0.045926926,-0.297668852,-0.307220297,0.200260817,-0.040995251,-0.17593066,0
3350,-0.223458332,-0.119010771,-0.233492938,0.139150873,0.017449914,-0.205200007,0
3351,0.4340031,-0.107221083,-0.035969685,0.065503674,0.336320491,0.164866315,0
3352,0.253308302,0.207396524,0.106377721,0.09793022,0.404831306,0.328550145,0
3353,0.163369522,0.314610737,0.06191554,-0.139480395,0.200004383,0.227326009,0
3354,-0.259909745,0.230536047,0.00831516,-0.134065928,-0.033292548,-0.055054426,0
3355,-0.499523854,0.146446362,-0.012029563,0.025299721,-0.080518431,-0.190665835,0
3356,0.114371424,0.05454538,0.048139983,-0.289424917,-0.318134582,-0.076716946,0
3357,0.755680649,-0.228691163,0.082700061,-0.164445751,-0.200550859,0.109370699,0
3358,0.304123912,-0.067943033,0.118305172,0.004204475,-0.185566992,-0.019952273,0
3359,-0.641664662,0.214611498,0.098492786,-0.279909843,-0.138684979,0.020728685,0
3360,0.133776854,0.178786471,0.292250995,-0.268848364,0.494051204,0.426761854,0
3361,0.009087582,-0.090349568,0.157733242,0.340415435,0.604311018,0.489577971,0
3362,0.067666795,-0.776921117,0.185903618,0.803137391,0.257017799,0.294148519,0
3363,-0.109174301,-0.941576898,0.013780818,0.386340328,0.358457899,0.160911587,0
3364,0.028637963,-1.224920899,-0.060268016,0.191759089,0.685324893,0.198796966,0
3365,0.55148288,-0.823320467,-0.019866842,0.809876951,0.343722786,-0.193085925,0
3366,0.409587474,-0.909811072,0.16705019,0.723598202,0.137252927,-0.215289719,0
3367,0.218648614,-0.86460274,0.172555942,0.866220596,0.099505556,-0.391148075,0
3368,0.210060271,0.07116852,0.21989282,0.396449974,0.17145481,-0.202583007,0
3369,0.349452092,0.146897634,0.066063161,0.024254196,0.514329654,-0.189224932,0
3370,-0.143929763,0.142211908,-0.016903294,-0.201749113,-0.122081994,-0.13022432,0
3371,-0.348719896,0.010065536,0.020129348,-0.383789296,-0.55425593,-0.066848737,0
3372,-0.710765462,0.000829164,-0.122365969,-0.516002481,-0.522330028,-0.064413638,0
3373,-0.23499396,0.270206515,-0.077612991,-0.595768991,-0.646628191,0.000403072,0
3374,0.312245857,0.725778188,-0.068975121,-0.145371556,-0.294803981,-0.034844059,0
3375,-0.244804048,0.76666191,0.064585926,-0.06958163,0.073676211,0.085551899,0
3376,-0.280278947,0.099167133,0.009204722,-0.482848228,-0.170671548,0.101615245,0
3377,-0.207228938,-0.210325527,0.018468904,-0.319146554,-0.523076656,-0.025522779,0
3378,0.045824235,-0.408446429,-0.033957705,0.378224715,-0.617724748,-0.400685708,0
3379,0.427861666,-0.171014278,0.061412894,0.400671041,-0.454839968,-0.383520701,0
3380,-0.161681534,0.421942875,0.152699342,0.104096175,0.055685259,-0.134973346,0
3381,-0.787742466,-0.019899516,0.042563278,-0.366121379,0.232867587,0.283198117,0
3382,-0.007909868,-0.233792824,-0.066393326,-0.209953969,0.806630217,0.381402398,0
3383,0.668059718,-0.421955886,-0.218840132,0.392624396,0.37492162,-0.043657821,0
3384,0.644410883,-0.18348925,-0.027145054,0.555660119,-0.216301995,-0.183952604,0
3385,0.104439795,-0.276267694,0.230110959,0.65503284,-0.412522893,-0.039750979,0
3386,0.152968698,-0.120356389,0.211459229,0.463609329,-0.390412834,-0.141964158,0
3387,-0.292471329,0.003603082,-0.003914748,-0.037809188,-0.129089104,-0.128300996,0
3388,-0.615738349,-0.268601649,-0.267634618,-0.38670622,0.19031626,0.145844063,0
3389,0.426412276,0.103967883,-0.27169459,-0.576021511,0.512896438,0.427087869,0
3390,0.271874966,0.306992499,-0.194168746,-0.044937956,0.638738809,0.268587628,0
3391,-0.466598172,0.010615305,-0.207483994,0.5224203,0.268202122,0.157486647,0
3392,-0.017076998,-0.395985557,-0.151645288,0.535420637,-0.126599647,-0.044386487,0
3393,0.29562752,-0.654271796,-0.201248247,0.167946333,-0.332334914,-0.018551537,0
3394,-0.317961587,-0.342165071,-0.26549493,-0.005789771,-0.421064005,-0.189352519,0
3395,0.191964601,-0.391570961,0.057664649,0.629903086,0.039567156,-0.179676169,0
3396,-0.118879527,0.025292559,0.146002423,0.85842926,0.585625382,-0.677643678,0
3397,0.133439549,0.49708355,0.062929291,-1.334133492,0.837508512,0.092295117,0
3398,0.220561956,0.620462145,-0.286511313,-1.935290262,0.078359821,0.275461158,0
3399,-0.135756325,0.592215427,-0.459037067,-1.333712965,-0.340777449,0.196074492,0
3400,-0.412620401,-0.326486,-0.393909933,-0.463576823,0.111319092,0.465367568,0
3401,-0.41859911,-1.37529002,-0.278619064,-0.458920094,1.938174967,1.213635177,0
3402,-0.503559916,-1.312720652,-0.419726002,1.577179681,1.750551743,0.706638138,0
3403,0.500191904,-0.564105334,-0.006789389,2.345587041,0.358642285,-0.393284949,0
3404,1.016285807,0.497908124,0.210582815,1.099104438,-0.927353117,-0.780713727,0
3405,-0.369623007,0.113556531,-0.11057258,-1.442073412,-0.917653021,-0.331913989,0
3406,-0.35290105,0.000250818,0.240802112,-1.06577917,0.049441321,0.150061292,0
3407,0.469441482,0.178848238,0.716632876,0.648157699,0.998513489,0.23610775,0
3408,-0.180591232,0.177928863,0.705581748,1.525409212,0.701209287,-0.102315726,0
3409,-0.863075526,-0.033649091,0.012270752,0.766809921,-0.570872359,-0.878788454,0
3410,0.326370026,0.701416654,0.009308345,0.07393682,-0.424014146,-0.586389692,0
3411,0.198808034,0.561472733,-0.091455449,-0.952413317,0.33254577,-0.142583541,0
3412,-0.317099358,0.430043625,-0.256314656,-0.948179316,0.633494261,-0.020535514,0
3413,-0.30719711,-0.011925903,-0.110996758,-0.651861768,0.417281246,-0.160461741,0
3414,0.265121317,0.578176188,0.130919011,-0.544490094,-0.429550485,-0.386373489,0
3415,0.118115736,0.932195443,0.020911156,-0.936778846,-1.06331879,-0.275887285,0
3416,0.14019122,0.595281366,-0.077562838,-1.375388676,-0.567780957,0.185323494,0
3417,0.029569458,0.031555708,-0.13281454,-1.308476798,0.155603335,0.59729328,0
3418,-0.710905777,-0.270697628,-0.32741591,-0.067848605,-0.398857927,0.241867902,0
3419,-0.228589809,-0.653893556,-0.250354061,1.232846568,-0.596169833,-0.298904939,0
3420,0.227873616,-0.673615822,-0.1222913,0.853581272,-0.336967141,-0.474862163,0
3421,0.153056214,-0.615092067,-0.070502463,0.221813779,-0.472118301,-0.351514964,0
3422,0.152720896,0.091387317,-0.107318044,0.532090148,-0.726790846,-0.356978296,0
3423,1.098548883,0.994928876,-0.109658909,0.116085627,-0.601331778,-0.143198336,0
3424,0.454678588,1.246104128,0.025453116,-0.333531082,-0.565506064,0.19638879,0
3425,-0.05053305,1.382085835,0.08578911,-0.355066547,-0.229000283,0.276522818,0
3426,0.254705457,1.184010696,0.174971927,-0.345038768,-0.112053455,0.026784886,0
3427,-0.704228652,1.18447906,0.286817059,-0.091532447,-0.524437284,-0.07840517,0
3428,-0.381238038,0.67822815,0.23674779,-0.525674463,-0.611340153,0.038228116,0
3429,0.151011637,0.401658293,0.347689511,-0.576430797,-0.425818916,0.377989625,0
3430,0.247873946,0.540649808,0.245759727,-0.093182609,-0.46557083,0.33264802,0
3431,0.39881832,0.535689935,0.260142368,0.209055558,-0.263051618,0.611698873,0
3432,0.147011853,0.584259112,0.233407568,-0.144935369,-0.120138117,0.75302699,0
3433,-0.245149788,0.935908795,0.234087922,0.254087865,-0.237719957,0.433317899,0
3434,-0.235101324,0.192255331,0.176718495,0.224823322,-0.510914404,-0.059691841,0
3435,-0.815341262,-0.289095214,0.025314331,0.006981373,-0.18989099,-0.214979996,0
