Frame,Right Upper Leg x,Right Upper Leg y,Right Upper Leg z,Left Upper Leg x,Left Upper Leg y,Left Upper Leg z,class
101,2.043365846,-0.472154914,0.906292096,-3.002143024,-2.71967361,-0.924420576,0
102,1.892197724,-1.783256708,0.564832609,1.405154806,1.04356797,-0.783634101,0
103,-3.669763276,-1.057159398,-0.927956222,1.135842796,0.292435722,-0.316980648,0
104,-1.42128594,-0.504211982,-1.204053368,0.525519857,0.058985549,-0.453952519,0
105,0.116262954,-1.263799146,-1.227247569,-0.01578081,0.432441791,-0.407367846,0
106,0.777185579,-0.934427608,-1.088857668,-0.017729562,0.15143196,-0.329060604,0
107,-0.34001261,-1.934837526,-1.092447354,-0.154752284,0.027730779,-0.384644718,0
108,0.227813065,-0.599197333,-0.713439872,-0.107014747,0.063546205,-0.334929805,0
109,1.647923339,-0.158171444,0.301036558,-0.433161462,-0.542807886,-0.248314531,0
110,1.97722996,0.257216926,0.87121826,-0.902766803,-0.374489962,-0.096909261,0
111,1.201534811,-0.763883949,0.258906978,0.292860557,-0.813194284,-0.408191725,0
112,-0.812921055,1.376135107,0.174063214,1.026154245,-0.89687571,-0.364077451,0
113,0.023924727,1.150192792,-0.366741411,-0.448018716,-1.231620153,-0.19089521,0
114,1.341742956,1.59293785,0.450786296,-0.090743497,0.497494085,0.630454448,0
115,0.267412367,2.404186579,2.001158404,-0.537046419,1.849970781,2.122968905,0
116,1.080566381,1.796856421,2.337853257,0.373928998,1.559511017,2.855901224,0
117,1.99918522,1.946125907,2.412064479,-0.115049193,2.338830391,3.094499338,0
118,2.055587124,3.170147477,2.936662505,-0.324117658,2.06007718,3.30592474,0
119,-0.159432243,1.295873811,1.349277189,-0.924781975,0.811462776,1.535441815,0
120,-2.364579725,-1.203616594,-1.336471723,-0.42526942,-1.024065396,-0.841348431,0
121,-1.795520329,-1.924058662,-2.429439073,-0.8733947,-1.402030836,-1.817860681,0
122,-0.165595652,-2.349509961,-2.421670611,0.049097321,-1.075403318,-1.535117884,0
123,0.825588044,-0.980911245,-1.793615185,1.050686312,-0.742680045,-0.556261584,0
124,3.437982575,1.310298067,-0.270183493,1.370295655,-0.739431973,-0.215611307,0
125,4.500566564,4.33833131,1.337200354,0.274506136,-0.026509644,-0.092224265,0
126,1.617321477,6.4504964,1.276856672,0.316993377,-0.513103763,0.026332817,0
127,2.530700445,2.461511145,0.983138872,-0.194215557,-1.202144015,-0.145959531,0
128,-1.006061584,-0.115315246,-0.358560634,0.509182448,-0.969500137,0.287113926,0
129,-6.19732102,-4.504085866,-2.20429111,0.460586574,0.145961309,-0.181995146,0
130,-5.542381523,-6.49349836,-2.008391449,0.612222103,1.544652717,-0.824339734,0
131,-0.194662231,0.0565453,0.550224015,-0.600265381,0.361217969,-0.53430949,0
132,2.423308439,2.975726538,1.192848346,-2.09692472,-2.117171283,-0.382637576,0
133,-0.395314732,-0.361307396,-0.559739822,1.020061599,2.109288893,-0.293058645,0
134,-0.994655716,-2.268058111,-1.29065613,-0.655485243,-0.080024444,-0.171229883,0
135,0.844618793,-1.703867242,-0.28553793,-0.382050309,0.309093523,0.480699291,0
136,0.574681934,-0.840019036,0.178780897,0.744646733,1.291772034,0.551049106,0
137,0.724845211,1.234788837,0.576729665,0.973388019,0.576296017,-0.601777543,0
138,0.016744961,2.13689604,1.020256033,0.340273604,-0.859798383,-2.132620361,0
139,-1.351610491,1.009678839,1.117573751,0.005624274,-1.230973156,-2.348837661,0
140,-2.230192443,1.266084449,0.74520915,-0.166245488,-1.823188381,-1.836259475,0
141,-1.643348885,-0.309983983,-0.463795135,0.690481101,-1.679243516,-0.15357418,0
142,0.295129841,-1.931214312,-0.899180106,1.226578373,-3.002931456,0.127971103,0
143,0.80522124,-2.621940831,-1.343216716,0.088667726,2.078934972,1.462281878,0
144,0.848979249,-1.366192232,-1.452156302,0.218790846,4.038877577,1.582580739,0
145,0.24100695,-0.302341023,-1.03851349,0.28184483,2.301925881,1.214098934,0
146,-0.146552738,-0.212306467,-0.781995412,-1.888224988,-0.238156283,0.924420086,0
147,-0.074546836,-0.055186989,-0.334217736,-1.828251628,-0.652687747,1.024803383,0
148,-0.005399772,0.682924993,-0.063747537,0.303117201,-0.176498971,0.339815094,0
149,0.07687455,1.159147185,0.297314237,1.394292781,-1.317235349,-0.238842288,0
150,-0.276627635,1.511661701,0.227786832,0.631707608,-2.659098431,-0.838408112,0
151,-0.584321599,1.736991728,-0.056154444,0.396945175,-1.979925694,-0.758516109,0
152,-1.071939275,1.237214084,-0.288522031,0.209031534,-1.578163057,-0.359625409,0
153,-0.577383976,0.494411828,-0.41842762,0.103723629,-1.483592698,-0.567650446,0
154,-0.59368085,0.503046669,-0.036127481,-0.644891588,-1.003851294,0.08940059,0
155,-0.693409451,-0.507239993,-0.019495815,-2.549954359,-0.796866315,0.633572934,0
156,0.1088358,-0.879613177,-0.573705094,-3.15470081,-0.637099433,0.420023847,0
157,0.245889008,-0.275005311,-0.043249693,-0.783071788,0.817640971,0.405413352,0
158,0.067677712,0.523938634,0.000919394,1.433717584,2.597477772,0.079934651,0
159,-1.165300565,-0.302068226,0.217033692,3.119734175,2.61509229,-0.513903303,0
160,-1.532544262,-1.239350458,-0.256862711,1.506507911,-1.68286839,-1.365973425,0
161,-1.552481576,-0.632985329,-0.054548845,1.448091977,-2.310003066,-0.618884266,0
162,-0.922689329,-0.932177183,-0.543658581,1.259531268,-1.059041838,-0.054183529,0
163,-0.581583947,-0.174650754,-0.773869691,-3.488903336,3.082405419,1.71268206,0
164,0.083871506,-0.435223604,-0.618279585,-3.144163465,3.003896474,-0.125603326,0
165,-0.478882935,0.15658989,-0.610389862,0.517105315,-0.825854061,-1.660507604,0
166,0.072251062,0.288192693,0.112044046,3.135929185,-3.667547551,-1.651011329,0
167,-0.652527143,-1.130488426,-0.370331884,1.577242661,-2.292808308,-0.700797609,0
168,0.634878863,0.126904653,-0.386427971,-1.898604972,-1.214690254,-0.009876529,0
169,-3.836074931,0.075621628,-0.77946986,-2.449777993,-0.385518337,0.23519481,0
170,-0.775186481,-0.06433314,-0.465160236,2.048673407,0.814068777,0.02683419,0
171,5.750842978,-0.220345343,0.980680766,3.700419635,2.199209806,0.115553554,0
172,5.862352312,0.952833905,1.333733152,-0.373677858,2.419203641,0.697180729,0
173,1.618769502,0.729219896,0.917326757,-2.340202027,0.982081623,0.838990356,0
174,-3.645222593,-2.044739362,-0.514732807,0.142834192,0.751129691,0.020114837,0
175,0.428686894,-2.391268976,-0.535762466,0.753222377,0.453039486,-0.486825944,0
176,3.036213765,1.000064311,0.044433086,-0.301730757,-0.181140014,-0.404900909,0
177,0.916559086,1.395673397,0.366433079,-1.809671168,0.041704636,0.270786343,0
178,2.095634506,1.818298831,0.982152446,-1.239831374,1.021768927,0.744208361,0
179,1.034575388,-2.181595216,-0.128171951,-0.391645052,-0.051575871,-0.284374357,0
180,1.940288041,-1.653879519,0.456220395,0.425076274,1.103193698,-0.05733268,0
181,0.418343134,-1.404646019,0.267886517,0.40445017,0.806789507,-0.123494877,0
182,-1.290158664,-0.022729443,0.842076182,-0.680347197,0.362162638,0.694207521,0
183,-0.903334582,0.157971997,0.707675562,1.26641509,1.806220981,1.174912764,0
184,0.816725908,1.16905988,1.142100195,0.455396147,1.923825909,1.149900388,0
185,0.482455459,0.51113154,0.401529162,-0.704147175,1.107882221,0.960147304,0
186,1.259322144,-0.013909683,0.594916051,-0.332978303,0.186772698,0.250563503,0
187,-0.068757921,-1.091305089,-0.236066869,-0.145605013,0.606705275,0.039243016,0
188,-1.046000833,-1.175431003,-0.620315761,0.43003883,-0.110284009,-0.034026651,0
189,-0.782846106,0.016360238,-0.053953474,0.265412249,-0.150286918,0.368590231,0
190,-0.205676065,2.17319954,1.105900865,-0.683714773,-0.14126847,1.057759022,0
191,-0.344854064,1.382633043,1.276511236,0.337483925,-0.480329573,1.091936352,0
192,-1.102678567,0.707265171,0.804981085,0.13633605,-0.019502571,0.713941555,0
193,0.015646564,1.160887312,-0.346239327,-0.157507399,-0.451674893,0.116541402,0
194,0.472628345,-0.025149577,-0.295969398,-0.027053633,-0.174568882,-0.609415525,0
195,-1.818144688,-1.249749843,-0.827985334,-0.294530605,-0.484691726,-0.5547691,0
196,0.319404624,-0.669183992,-0.866894376,-0.390089087,0.074026222,-0.571517052,0
197,1.037234103,-0.604419788,-0.381340217,0.040454842,-0.392124203,-0.455379573,0
198,-0.6016212,-0.876428983,0.160286348,0.28442224,-0.471002271,-0.131410958,0
199,-0.685330109,-1.235929588,0.27591678,-0.136502658,0.060929596,0.265719927,0
200,0.436736908,0.181753871,0.228448184,-0.659724333,0.706557901,0.224648414,0
201,0.015711303,1.027062956,-0.362725954,-0.102646168,-0.832321025,-0.210569124,0
202,-0.594686527,0.44497843,-0.780060434,1.035864277,-0.455558424,-0.620990325,0
203,-0.546568231,0.160381124,-0.575939198,0.671598689,-0.158840042,-0.316026439,0
204,0.440783654,-0.063445098,0.30751354,-0.585975298,0.225681595,0.254495005,0
205,-0.250146817,-1.163659726,0.144925516,-0.386515648,0.841387614,0.30249909,0
206,-0.263499635,-1.443733252,-0.198278028,-0.005487871,0.291677663,0.035640651,0
207,0.842819232,0.344348421,-0.440132046,-0.296394262,-0.88797582,-0.555583978,0
208,0.261056918,1.298507574,-0.373594503,0.760837337,-0.647525935,-0.938466636,0
209,-0.404141046,0.544462234,0.271200281,0.222356813,-0.319498977,-0.391752419,0
210,-0.713045494,-0.145569321,0.538724175,0.371766524,-0.649634619,-0.022612356,0
211,-0.523537183,-0.007872478,0.110728331,0.070813467,-0.83795235,0.121047773,0
212,-0.841204771,0.905222062,-0.468587054,0.04901689,-0.426525215,0.010849739,0
213,-0.368757125,0.603489648,-0.42233297,0.369436149,-0.001495303,-0.369135504,0
214,-0.634419893,0.519350911,-0.218733152,0.473140514,0.585028307,-0.367324691,0
215,-0.692252482,-0.501133568,-0.069187166,-0.301928153,-0.40933767,-0.391394093,0
216,-0.011263783,-0.366456984,0.234021067,-0.976247374,0.080856204,-0.25860274,0
217,0.886207886,-0.087567405,0.668121492,-0.468790053,0.059609309,-0.468292657,0
218,0.162008465,-1.000614374,-0.17513313,0.223450139,-0.540618322,-0.538462767,0
219,0.339494776,-2.443413658,-1.136405905,-0.095500375,-0.604824193,0.669331011,0
220,1.211244169,-1.121721083,-0.669662523,0.464872961,0.944490147,1.179310214,0
221,1.643743382,2.93985855,1.749706805,1.770781012,1.710780411,0.806418067,0
222,1.563780258,3.328415871,2.790497294,0.742636584,-0.089878059,0.841813679,0
223,-1.317320823,2.536306965,1.742874361,-0.282840535,1.914956947,0.769363187,0
224,-1.743370003,-0.485343822,-0.554411782,-0.614962215,0.292471435,-0.144072305,0
225,-1.475217538,-1.803727177,-0.689324018,-1.472078372,-0.836932722,0.378730103,0
226,0.124931238,-1.897862799,-0.433466974,-0.937452424,-1.142335271,-0.191315524,0
227,1.41728283,-0.436261075,-0.155886587,-0.8934488,-0.664441021,0.009530099,0
228,1.013534364,1.13829763,0.639564099,-0.004641401,1.115968668,0.487535696,0
229,-0.428740988,1.099358682,0.526107086,1.74510249,-0.008246915,-0.049569865,0
230,-1.338368234,0.395109986,-0.16040218,-0.176313684,-0.194728687,0.523241343,0
231,-0.973621295,-1.034177445,-0.189453056,-1.614833512,1.972160325,1.086120867,0
232,0.157443863,-2.508262668,-0.539771276,-1.098301215,0.866724984,-0.254798307,0
233,0.72011532,-2.982111337,-1.0314793,-0.312687258,0.353682452,-1.341851595,0
234,2.035437951,-0.883233462,-0.809968217,0.335719233,-0.127298077,-1.584258479,0
235,0.727134621,0.668029955,-0.046951036,-0.130906873,-1.164293113,-0.574090837,0
236,0.052100838,1.644996641,0.641068517,-0.070553229,-1.036913969,0.599437597,0
237,-1.150380255,0.468374016,-0.075322635,0.033134884,0.783112124,1.20981455,0
238,0.151995086,0.34242463,-0.362759629,0.348824963,0.611997702,0.186862645,0
239,-0.654808762,0.475182445,-0.883751744,0.725245318,-0.026633928,-1.018350278,0
240,-1.093281387,0.001083904,-0.801568835,-0.074766385,-0.983006623,-1.372030557,0
241,-1.479040275,-0.664879714,-0.267927545,-0.472216985,-0.995250191,-1.110488961,0
242,-0.77377212,0.402745083,0.377728708,0.315903347,-1.92508734,-0.392512887,0
243,1.177439133,2.442654142,1.474678602,2.05326633,-1.991096183,0.505754257,0
244,1.461621452,2.486009543,1.68424668,1.187305173,-0.025210053,0.557265844,0
245,-0.947431159,1.311444938,0.491687232,-0.455054364,2.752914491,0.781357797,0
246,-1.456607861,-2.663159408,-1.562011973,-1.302119828,1.702091333,-0.075901641,0
247,1.441321497,-3.746446736,-1.247672439,-1.10046546,0.023805374,-0.729684844,0
248,3.122995456,-3.453171558,-0.77518813,-1.046339735,-0.035435424,-0.788796457,0
249,1.903748662,1.028107398,1.490481129,0.064015096,2.28835642,1.743642008,0
250,1.699311506,1.480007248,1.281259553,0.941214545,1.283554891,1.829920119,0
251,0.564388977,1.532518146,1.307752665,0.033534392,1.261894865,1.779656888,0
252,-0.526206509,-0.038923699,0.466190686,0.491412556,0.627690971,-0.157339151,0
253,-2.241932739,-1.748699464,-1.257411684,-0.385442187,-1.066012547,-1.936682628,0
254,-1.441162383,-1.257596244,-1.665982916,-0.48921201,-0.587721547,-1.621461669,0
255,-0.708105686,-0.383152603,-1.717400503,-0.446205821,-1.260673562,-1.372975967,0
256,0.512397451,0.618691874,-0.880115728,0.061359413,-1.368796996,-0.747075907,0
257,-1.268460408,0.610353209,-0.475594064,0.168193606,-0.698141642,-0.069680484,0
258,-3.478681673,0.652172355,-0.671290582,0.138201661,-0.643332451,0.263155075,0
259,-0.97728043,1.277483464,-0.049890165,0.102908413,-0.724884757,0.492612671,0
260,0.986867503,1.213853141,0.558364641,0.07068885,-0.479100035,0.125533828,0
261,0.350361209,0.189690674,0.550548202,0.021332774,-0.720089493,-0.001701691,0
262,0.032168795,-0.125943874,0.500891859,0.350075098,-1.11163939,-0.123171278,0
263,-0.234123099,-0.328138585,0.210702412,0.107137487,-0.980009131,-0.099979646,0
264,-0.09643127,-0.000775296,0.000850311,0.479836052,-0.249864447,-0.16934184,0
265,-0.472214547,0.277435242,-0.040635757,0.374278526,-0.51190284,-0.312932075,0
266,-0.640745131,-0.052247335,-0.413496707,0.621071526,-0.373398852,-0.359136359,0
267,-0.477446768,-0.092733936,-0.287809341,0.139379064,-0.647225359,-0.28128092,0
268,-0.678691348,0.595034131,-0.037061987,0.211828443,-0.141084132,-0.078963741,0
269,-0.020831001,0.036381308,0.000286647,-0.389566457,0.531167905,0.121553412,0
270,0.501526324,-0.309046599,0.188162761,-0.409200963,-0.139296679,-0.242687811,0
271,-0.089720286,-1.375734471,-0.700311079,-0.387674334,-0.925704759,-0.894919174,0
272,0.839621297,-0.862902777,-0.67461738,-0.384405497,-0.041462648,-0.93145619,0
273,0.517939661,-0.752063229,-0.560805651,0.147508406,0.124003261,-0.889211508,0
274,0.3420074,-0.69130043,-0.261553663,-0.684805284,0.671545058,-0.297723298,0
275,0.528955916,-1.630020009,-0.043772891,-0.636356416,0.972563369,0.132103464,0
276,1.7849807,0.653041705,1.396544564,0.013320758,2.11926173,1.334286841,0
277,2.29175372,2.436790428,2.002077244,1.972437927,1.65042742,1.229102244,0
278,1.228708813,3.374788183,1.922250701,1.71868961,1.098581595,1.64200191,0
279,0.205196574,2.010013979,0.729492377,0.143528792,0.194445481,0.809217336,0
280,-3.374041056,-3.058233585,-2.384114013,-1.840782683,-0.550093221,-0.285215542,0
281,1.082654511,-2.983640038,-1.554550316,-1.929143445,0.93510561,-0.314299218,0
282,2.898000966,-0.935764189,-0.349455697,-0.559172246,1.453040395,0.14900996,0
283,1.902625401,0.789259241,0.969408188,-0.000569268,0.936522093,1.019603603,0
284,0.533152205,2.063686908,1.961142523,0.16274231,0.567168018,1.617523042,0
285,-2.003180552,-0.07332616,0.391737349,-0.537746201,-0.191148105,0.66932089,0
286,-0.999401686,0.670657462,-0.424000905,0.764642455,-0.535041844,0.199856252,0
287,-0.391305083,-0.13279808,-0.755373551,1.427272717,-0.535685333,-0.684263344,0
288,-0.194014141,-0.768354447,-0.170864311,0.091926557,-0.849002526,-1.245660909,0
289,-1.39158076,-0.076869711,-0.143640928,-1.001454574,-0.546469942,-0.843605214,0
290,-1.244137823,-0.330770582,-0.571513344,-0.126046595,-0.248408419,-0.503739727,0
291,-0.714645796,-0.357604068,-0.855963266,-0.615963919,0.267619913,-0.441554173,0
292,0.799826216,-0.284094401,-0.605012677,0.104077321,-0.10287925,-0.282308671,0
293,0.473330232,0.694919412,0.363798026,-0.206457549,0.010520596,0.079959578,0
294,-0.932554011,0.360666395,0.242881811,0.511577842,-0.163913277,0.19112573,0
295,-1.056357419,0.288753449,0.182605262,-0.606785382,-0.086613388,-0.117378735,0
296,0.23431555,0.457385786,0.339262046,-0.012632786,-0.059753619,-0.071820221,0
297,-0.154688672,-0.429282951,-0.057179898,-0.620270553,0.47290345,0.098896612,0
298,0.587701473,-0.011846396,0.043525586,-0.062469201,-0.402926753,0.425193562,0
299,0.842598973,1.076240769,0.42566032,0.819442614,-0.492877807,0.185931229,0
300,-1.584286065,0.828982765,-0.021567323,0.282212151,-0.579037492,-0.157858853,0
301,-1.832217227,0.102424741,-0.435243887,-0.145242559,-0.865911235,-0.40545053,0
302,-0.232236053,-0.39537298,-0.10671669,-0.039777966,-0.957973549,-0.405688416,0
303,0.847864319,-0.150214471,0.065565261,0.225521925,-0.240367741,-0.370878965,0
304,0.033039421,0.123566129,-0.311987808,-0.025387074,-0.179349053,-0.338676273,0
305,0.010588803,0.856040129,-0.072965169,-0.016291813,0.19547874,0.014753674,0
306,0.00954207,0.080453693,-0.252902978,0.317219353,0.654424586,-0.268516836,0
307,0.820014913,-1.793853216,0.159228749,-0.285927016,0.623968612,-0.113049736,0
308,-0.267783053,-2.854796921,-0.064382512,-1.485643835,1.154548238,0.120408872,0
309,1.556360388,-1.413987254,-0.744065036,0.185905002,0.428641684,-0.987092774,0
310,2.744144798,0.103352495,-0.822168051,1.502171984,-1.174479328,-1.311090728,0
311,1.026523091,2.884227288,1.221824333,0.074045025,0.146517458,1.193428652,0
312,0.808477814,3.033570671,2.015597042,-0.05808694,1.591362735,1.942836972,0
313,-1.014247563,0.615196408,0.853767901,1.087044582,0.055048321,1.046629205,0
314,-4.463038349,-1.495614853,-0.738998667,-0.311204814,-0.213452449,0.539150862,0
315,-0.86187822,-0.179199349,-0.916042318,-0.163143555,0.984263769,-0.313676707,0
316,1.29902454,-0.016988586,-0.496224108,-0.219655324,1.919518731,-0.887774487,0
317,0.798692759,-0.668754393,-0.059502361,0.293574596,0.105994221,-0.684304783,0
318,0.209793239,0.059448157,0.14523013,0.201382989,-2.204749438,-0.659319497,0
319,0.479205127,-1.398680426,0.560336822,-1.907720002,-1.742345591,0.36432763,0
320,-1.555352937,-1.595628686,-0.599639838,-3.179614676,0.386441477,1.149703993,0
